Country,Country_id,Quarantine_type
Gabon,GAB,"Self-isolation at own accommodation.

On arrival, all passengers must take a compulsory test for COVID-19 at Libreville Airport. Passengers are then required to self-isolate for 48 hours whilst the COVID-19 test is being processed. If the COVID-19 test is negative, passengers will be issued a test certificate, which is valid for 14 days and can be renewed at the end of this period after another test is undertaken. If a COVID-19 test taken at the airport is positive, then passengers are required to continue self-isolation and await specific instructions from Gabonese health authorities. All COVID-19 tests taken in Gabon supersede any that were taken before arrival in Gabon."
Gambia,GMB,"Quarantine requirement at government designated site- subject to PCR.

To enter The Gambia, you will need to show a negative PCR COVID-19 test taken no more than 72 hours before you arrived in The Gambia to Ministry of Health officials upon arrival."
Gaza,PSE,"Quarantine requirement at government designated site or self-isolation at home. 

From 23 December, all international travellers will be required to complete quarantine. Upon arrival at the airport, your temperature will be taken. You must be able to prove you can enter isolation at home or another available dwelling in full compliance with the isolation guidance. If you are unable to do so, you will be sent to a state-sponsored hotel for isolation."
Georgia,GEO,"Quarantine requirement at government designated site- subject to PCR.

Authorised travellers arriving without a valid PCR certificate issued 72 hours prior to dearture will be subject to quarantine. "
Germany,DEU,"Self-isolation at own accommodation- subject to categorisation.
<br>
Travellers who have stayed in a risk area within 10 days before entry must undergo a 10-day quarantine after arrival in Germany.
After 5 days of quarantine at the earliest, those entering the country can be tested for SARS-CoV-2 to end the quarantine obligation with a negative test result. Certain groups of people are exempt from the quarantine obligation.
For more information on quarantine regulations that apply to you and any possible exemptions, please contact the respective federal state. 
Regulations of the respective federal states are linked <a href=""https://www.bundesregierung.de/breg-de/themen/coronavirus/corona-bundeslaender-1745198"">at the following website</a>.
"
Ghana,GHA,"Quarantine requirement at government designated site- subject to PCR test.

All arriving passengers should be prepared to comply with Ghana’s COVID-19 Health Protocols. This may, depending on the test result of individuals or others on the flight, involve time in quarantine or in a Government Health facility. Quarantine and / or medical costs can be expensive so it is important that all passengers arrive with adequate access to financial resources. The Government of Ghana also advise that all arrivals should have valid insurance. It is more important than ever to get travel insurance and check it provides sufficient cover. "
Gibraltar,GIB,"Quarantine subject to special conditions.

A ‘relevant area’ is a country, area or territory outside of the European Union, but doesn’t include the UK, Jersey, Guernsey, Isle of Man, Andorra, Monaco, San Marino and the Vatican. It also excludes the list of countries included in the Schedule (Iceland, Liechtenstein, Norway, Switzerland, Australia, Canada, Georgia, Japan, New Zealand, Rwanda, South Korea, Thailand, Tunisia, Uruguay, and China).

If you have been in a ‘relevant area’ in the last 14 days it is required that you: Self-Isolate for five days. If you are staying in a hotel, you must remain in your room and not use any of the public areas. Do not use public transportation with the exception of a Gibraltar Taxi booked via the Gibraltar Taxi Association. You are required to inform them that you have arrived from a ‘relevant Area’. Call the local Gibraltar health line phone number 111 as soon as you reach the address where you will be isolating.
If you develop symptoms or feel unwell call 111 immediately even if you have been swabbed.
You must be swabbed on Day 1 and again on Day 5.
If you are not registered with the Gibraltar Health Authority (GHA) you must arrange a private swab."
Greece,GRC,"Quarantine requirement at government designated site- subject to PCR.

After a 7-days self-isolation, travellers may continue with their holidays, adhering to the general public health safety guidelines. In case of a positive result, travellers will be contacted and placed on a 14-days quarantine, with expenses covered by the Greek state.
<br>
<br>
<p>As of 11.11.2020, proof of a <strong>negative PCR test</strong> taken no longer than 72 hours before departure will be <strong>required to all passengers entering Greece by air or land</strong>.&nbsp;</p><p>Travellers should be laboratory tested with RT-PCR of oropharyngeal or nasopharyngeal swab. The negative result certificate should be written in English and include name and passport number or national identification number of the traveller. This applies to all travellers including Greek citizens, permanent residents of Greece and travellers for essential professional reasons.</p><p>The accepted laboratories that perform the RT-PCR testing can be:</p><ul><li>National Reference laboratories</li><li>National Public Health Laboratories</li><li>Private laboratories which are accredited from the respective national accreditation authorities (not necessarily specifically for COVID-19).</li></ul><p>In the event of a positive result, travellers will be contacted and placed in a 14-day quarantine, with the expenses covered by the Greek state. Children under the age of 10 are not subject to the obligation to perform a PCR test.<br />In addition to this all travellers must complete the Passenger Locator Form (<a href=""https://travel.gov.gr/#/"" target=""_blank"" rel=""noopener"">PLF</a>).</p><p><strong>Find out more:</strong></p><p><a href=""https://travel.gov.gr/#"" target=""_blank"" rel=""noopener"">travel.gov.gr</a></p>"
Greenland,GRL,"Self-isolation at own accommodation.
Effective July 21, travelers are not required to self-quarantine upon arrival in Greenland or re-test for COVID-19 after arrival. "
Grenada,GRD,"Quarantine requirement at government designated site.

All arrivals will need to quarantine for up to 7 days, and take a COVID test if they have applied in advance to quarantine at home. Full details are available on the <a href=""https://covid19.gov.gd/"">Ministry of Health website</a>."
Guadeloupe,GLP,"Self-isolation at own accommodation.
Anyone arriving in Guadeloupe is subject to a 14-day compulsory self-quarantine - this is cut to 7 days for those who, on arrival, present a negative RT-PCR COVID-19 test taken in the previous 72 hours and test negative again after 7 days in quarantine. "
Guam,GUM,"Quarantine Requirement- Unknown where
Passengers who enter Guam without proper documentation will be quarantined."
Guatemala,GTM,"There are no quarantine requirements
Upon arrival, you are required to present a negative COVID-19 PCR or antigen test, dated no more than 96 hours before the date of your arrival in Guatemala."
Guernsey,GGY,Unknown
Guinea,GIN,"Quarantine requirement at government designated site- subject to PCR test.

Quarantine measures are in force for coronavirus. Following the identification of a new strain of COVID-19, travellers from the UK must also take a PCR test on arrival and remain in quarantine until the result. Those testing positive will be taken to a government treatment centre.
"
Guinea-Bissau,GNB,"Self-isolation at own accommodation- subject to PCR. 

If you display any symptoms for COVID-19 on arrival, you will be tested again, and have to remain in isolation at your place of residence until results are delivered. If someone on your flight is thought to have COVID-19, you may be required to isolate at one location for 14 days, and be monitored by the health authorities."
Guyana,GUY,"Self-isolation at own accommodation.
Inbound International Travelers are requested to self-quarantine at home for up to 7 days after arrival. "
Haiti,HTI,"Self-isolation at own accommodation.

You may be asked to self isolate for 14 days in your own accommodation."
Heard Island and McDonald Islands,HMD,Unknown
Holy See,VAT,Unknown
Honduras,HND,"Self-isolation at own accommodation.

If you are eligible for entry, you should self-isolate for 14 days after arrival. Local authorities will provide further instructions about the place where you should complete the quarantine. "
Hong Kong,HKG,"Quarantine requirement at government designated site or self-isolation at home.

All travellers entering Hong Kong, including Hong Kong residents, will have to take a mandatory medical test for coronavirus on arrival and need to undergo 21-day compulsory quarantine. Travellers arriving at Hong Kong International Airport (with the exception of those travelling from mainland China, Macao and Taiwan) need to provide confirmation of a hotel room reservation in a designated quarantine hotel in Hong Kong for no less than 21 days, starting on the day of their arrival. You should <a href=""https://www.coronavirus.gov.hk/pdf/designated-hotel-list_en.pdf"">check the government’s list of hotels when you make your booking</a>. You must take designated transport, which is provided by the government, from the holding centre to your hotel. Travellers will then be subject to 21 days compulsory quarantine at that hotel and further testing for Covid-19. You can <a href=""https://www.coronavirus.gov.hk/eng/designated-hotel.html"">find further details on the Hong Kong SAR Government website</a>."
Howland Island,UMI,Unknown
Hungary,HUN,"Self-isolation at own accommodation.<br>

Hungarian citizens returning from abroad are required to quarantine unless they undergo a double testing procedure. Also exempted people have to self-quarantine for 10 days.
<br>
<br>
<p>Entry from EU Member States + Schengen Associated countries is generally <strong>not allowed without a special reason</strong>.&nbsp;</p><p>Military convoys and business or diplomatic trips can be exempted from the regulations. Furthermore,&nbsp;exemption may be granted by the police if entry also is for court, administrative, family, health, education or other legitimate reasons and if health screening is negative; however, also exempted people have to<strong> self-quarantine for 10 days</strong>. The humanitarian corridor for commuters transiting Hungary remains open.</p><p><br />Foreign students will have to produce negative tests to be allowed to study in Hungary. Hungarian citizens returning from high-risk countries will have to quarantine, unless they undergo a double testing procedure, providing the negative results of 2 PCR tests not older than five days and taken with a time difference of 48 hours. It is possible to perform the 2 PCR tests upon arrival in Hungary as well. &nbsp;Hungarian citizens may return home from abroad without restrictions if the reason for the trip was a business or economic activity.</p><p>Those who can prove with either a Hungarian or English language document that they have recovered from COVID-19 in the past 6 months (e.g.: PCR test results, verification by a health service provider or authority) can enter Hungary without restrictions. Citizens of neighboring states and Hungarian citizens living there may enter the territory within a distance of 30 kilometers from the state border for a maximum of 24 hours. Hungarians living in this 30-kilometer lane can also enter if they have stayed in the 30-kilometer lane from the border of the neighboring state for less than 24 hours.</p><p>Suspected COVID-19 cases will have to undergo a mandatory PCR test.&nbsp;Due to the growing demand for testing,&nbsp;mobile test stations (filter buses) have been put into service, which can be used by those whose GP has previously ordered an examination.&nbsp;</p><p><strong>To know more:</strong></p><p><a href=""https://konzuliszolgalat.kormany.hu/index"" target=""_blank"" rel=""noopener"">Consular Services</a> (Hungarian)</p><p><a href=""https://www.bud.hu/en/covid_19/information_on_entering_and_leaving_hungary"" target=""_blank"" rel=""noopener"">Information from Budapest Airport</a></p><p><a href=""https://www.nnk.gov.hu/index.php/koronavirus-tajekoztato/609-covid-19-mikrobiologiai-laboratoriumi-diagnosztika-virusorokito-anyagot-kimutato-pcr-vizsgalat"" target=""_blank"" rel=""noopener"">Where can an official PCR test be performed?</a></p>"
Iceland,ISL,"Self-isolation at own accommodation- subject to PCR. 

All arriving passengers must choose between a 14-day quarantine and a double testing procedure along with a quarantine of 5-6 days (see: <a href=""https://www.government.is/news/article/2020/08/14/Double-border-screening-for-all-arriving-passengers/"">border-screening measures</a>).
<br>
<p>From 19/8/2020, <a href=""https://www.landlaeknir.is/um-embaettid/greinar/grein/item39194/Skilgreind-svaedi-med-smitahaettu---Defined-areas-with-risk-of-infection-(27-02-2020)"" target=""_blank"" rel=""noopener""><strong>all countries and territories of the world are classified as risk areas</strong></a>.</p><p>All passengers arriving in Iceland and born before 2005 must <strong><a href=""https://visit.covid.is/"" target=""_blank"" rel=""noopener"">pre-register</a></strong> to be screened for COVID-19.&nbsp;</p><p>The Government of Iceland has decided to impose more comprehensive <a href=""https://www.government.is/news/article/2020/08/14/Double-border-screening-for-all-arriving-passengers/"" target=""_blank"" rel=""noopener"">border-screening measures</a> as of 19 August. All arriving passengers must choose&nbsp;between a 14-day quarantine and a double testing procedure along with a quarantine for 5-6 days.</p><p>The double border-screening procedure requires all passengers arriving in Iceland to undergo two PCR-tests: one upon arrival and another 5-6 days later.</p><p>During this period, all arriving passengers must stay in quarantine in case of a possible infection. Those who test negative in the second PCR-test are no longer required to take special precautions. Those who test positive must self-isolate. Children born in 2005 and later are exempt from the double border-screening procedure as well as those who demonstrate to have recovered from COVID-19.</p><p>From 01.12.2020 until 31.01.2021, the screening procedure will be free of charge. In case of non compliance with the screening procedure, fines may apply.</p><p>Passengers are required to fill out a <a href=""http://www.covid.is/english"" target=""_blank"" rel=""noopener"">pre-registration form</a> before departure to Iceland, which requires to provide personal details and contact information, flight information, travel dates, address(es) during their stay in Iceland and information on countries they have visited before arrival. Passengers are also encouraged to download and use the COVID-19 app Rakning C-19, which contains important information on COVID-19 and how to contact the health care service in Iceland.</p><h3>Find out more:</h3><p><a href=""https://www.covid.is/categories/tourists-travelling-to-iceland"" target=""_blank"" rel=""noopener"">www.covid.is</a></p><p><a href=""https://www.government.is/news/article/2020/10/07/Double-screening-until-December/"" target=""_blank"" rel=""noopener"">Double screening until December</a></p><p><a href=""https://www.ferdamalastofa.is/is/um-ferdamalastofu/frettir/category/1/er-thinn-gististadur-tilbuinn-ad-taka-a-moti-gestum-i-sottkvi"" target=""_blank"" rel=""noopener"">List of accommodations that receive guests for quarantine</a></p><p><a href=""https://www.landlaeknir.is/servlet/file/store93/item42645/Instructions%20for%20travellers%20in%20quarantine%2015.08.2020.pdf"" target=""_blank"" rel=""noopener"">Instructions for quarantine</a></p><p><a href=""https://www.landlaeknir.is/um-embaettid/greinar/grein/item42633/COVID-19-Border-Testing"" target=""_blank"" rel=""noopener"">Testing centres</a></p> "
India,IND,"Quarantine requirement at government designated site or self-isolation at home.

All passengers will need to quarantine for 14 days after arrival. More information and detailed guidance is available on the website of <a href=""https://www.mohfw.gov.in/pdf/Guidelinesforinternationalarrivals.pdf"">Ministry of Health</a>. 
If you are flying into Mumbai from the UK, other European countries, South Africa or the Middle East, you will have to undergo mandatory institutional quarantine at designated hotels at your own cost. You will be tested on day seven following your arrival. If you test negative, you may leave the institutional quarantine but will have to home-quarantine for another seven days. If you test positive, you will be moved to a designated facility for further evaluation and treatment. "
Indonesia,IDN,"Quarantine requirement at government designated site.

You will need to undergo a further COVID-19 swab test on arrival and then quarantine at your own expense in a designated hotel for a period of 5 days. After 5 days you will undertake a third PCR test. If this is negative, you will be allowed to proceed with your journey. If the test is positive, you will be referred to hospital"
Iran (Islamic Republic of),IRN,"Quarantine requirement at government designated site for Iranian nationals without PCR certificate.

Iranian nationals without such a PCR certificate will be directed to quarantine locations for 14 days and will incur associated medical and accommodation costs."
Iraq,IRQ,"Quarantine requirement at government designated site or self-isolation.

All people entering Iraq are subject to a mandatory 14-day quarantine and may be asked to provide proof of a hotel booking for quarantine purposes. Travellers arriving to the Iraqi Kurdistan Region (IKR) must sign a pledge of accepting quarantine measures. A violation can lead to a fine of up to one million Iraqi dinars (approx 850 USD). "
Ireland,IRL,"Self-isolation at own accommodation.

From 16 January 2021, passenger arrivals from ALL countries are subject to the requirement for a pre-departure negative PCR test. The test must be taken within 72 hours prior to arrival.<br>
 In general, you are also requested to restrict your movements for 14 days if you arrive in Ireland from another country. This applies to all travellers entering the State, including Irish citizens coming home and people with no symptoms.
Restricting your movements means avoiding contact with other people and social situations as much as possible.
In line with the EU traffic lights approach, the request to restrict movements does not apply to travellers from green regions, or those arriving from Northern Ireland.
Currently, all passengers entering Ireland from orange, red, and grey regions are requested to restrict their movements for 14 days. This period of restricted movement can end if you receive a negative result of a PCR test that has been taken a minimum of 5 days after your arrival in Ireland. You should wait for your negative test result to be returned before ending the period of restricted movements.
This general request to restrict movement for 14 days does not apply to certain defined categories.
<br>
<p>Ireland is implementing the new EU 'traffic lights' approach to travel, which applies to countries in the EU / EEA (+ UK).</p><p>In general, you are requested to restrict your movements for 14 days if you arrive into Ireland from another country. This applies to all travellers entering the State, including Irish citizens coming home and people with no symptoms.</p><p>Restricting your movements means avoiding contact with other people and social situations as much as possible.</p><p>In line with the EU traffic lights approach, the request to restrict movements does not apply to travellers from green regions, or those arriving from Northern Ireland.</p><p>Currently, all passengers entering Ireland from orange, red, and grey regions are requested to restrict their movements for 14 days. This period of restricted movement can end if you receive a negative/'not detected' result of a PCR test that has been taken a minimum of five days after your arrival in Ireland. You should wait for your negative test result to be returned before ending the period of restricted movements.</p><p>This general request to restrict movement for 14 days does not apply to certain defined categories.</p><p>More information available at <strong><a href=""https://www.gov.ie/en/publication/b4020-travelling-to-ireland-during-the-covid-19-pandemic/"">gov.ie - Travelling to Ireland during the COVID-19 pandemic</a></strong></p>"
Isle of Man,IMN,Unknown
Israel,ISR,"Quarantine requirement at government designated site. 

From 23 December, all international travellers will be required to complete quarantine. You must be able to prove you can enter isolation at home or another available dwelling in full compliance with the isolation guidance. If you are unable to do so, you will be sent to a state-sponsored hotel for isolation. You must not use public transport to travel to your dwelling, except a single-passenger taxi, provided you sit in the back of the taxi with the windows open. Family members arriving together may travel together as long as everyone sits in the back. 
"
Italy,ITA,"Self-isolation at own accommodation-subject to category.
<br>
People who do not present negative results of a molecular or antigenic test are subject to mandatory health surveillance and 14-day fiduciary isolation.
Some <a href=""http://www.salute.gov.it/portale/nuovocoronavirus/dettaglioContenutiNuovoCoronavirus.jsp?lingua=italiano&id=5412&area=nuovoCoronavirus&menu=vuoto&tab=7"">exceptions</a> to the requirement for quarantine are in place.
<br>
<p>As of 10.12.2020, travellers who, in the previous 14 days, stayed in or transited through an EU Member State or Schengen Associated Country and UK, (list C acording to the <a href=""http://www.governo.it/sites/new.governo.it/files/dpcm_20201203_txt.pdf"" target=""_blank"" rel=""noopener"">Prime Ministerial Decree of 3 December 2020</a>), are required to provide a <strong>certificate of a negative COVID-19 test</strong> performed up to 48 hours before their arrival in Italy. People who do not present the negative results of a molecular or antigenic test are subject to a mandatory health surveillance and 14-days fiduciary isolation.&nbsp;</p><p>There are some exceptions to the requirement for a molecular or antigenic test, in the following cases:&nbsp;</p><ul><li>travellers who enter Italy for a period not exceeding 120 hours for proven work, health or absolute urgency needs.</li><li>Travellers (regardless of nationality) who transit by private vehicle through the Italian territory for a period not exceeding 36 hours.&nbsp;</li><li>Health personnel entering Italy for the exercise of professional health qualifications.&nbsp;</li><li>Cross-border workers entering and leaving the national territory for proven work reasons.</li><li>Pupils and students who enter the National territory for study reasons.&nbsp;</li><li>Passengers on ""Covid-tested"" flights.</li></ul><p>Furthermore, <strong>travellers who arrive in Italy between 21.12.2020 and 6.1.2021 or after 6.1.2021</strong> for reasons other than necessity and who, in the previous 14 days, stayed or transited through an EU Member State or Schengen Associated Country and UK, (list C acording to the <a href=""http://www.governo.it/sites/new.governo.it/files/dpcm_20201203_txt.pdf"" target=""_blank"" rel=""noopener"">Prime Ministerial Decree of 3 December 2020</a>), are subject to a mandatory health surveillance and 14-days fiduciary isolation.&nbsp;</p><p>Moreover, travellers coming from these countries are obliged to immediately inform the Prevention Department of the relevant local Health Authority upon their entry into the Italian territory.&nbsp;</p><p>As far as Third-countries are concerned, travellers from <strong>Australia, Japan, New Zealand, Rwanda, South Korea, Thailand, Singapore, Uruguay</strong> are allowed to enter for any reason (including tourism).</p><p>For travellers coming from Third-countries not belonging to the previous list, travel is allowed only for specific reasons, such as work, health or study or in general absolute urgency.</p><p>In all the described cases, travellers have to:</p><ul><li>provide a <a href=""https://www.esteri.it/mae/resource/doc/2020/08/self-declaration_in_case_of_entry_into_italy_from_abroad_-__form_18_8.pdf"" target=""_blank"" rel=""noopener"">self-declaration</a> to the carrier or, upon request, to law enforcement officers;</li><li>self-isolate for 14 days and undergo supervision by the competent local Health authority;</li><li>reach their final destination in Italy only by private vehicle (airport transit is allowed, however without leaving the dedicated areas of the terminal).</li></ul><p>Individual Regions may require those coming from some foreign states or territories to comply with particular obligations. Before leaving, it is recommended to check any additional regional provision, by contacting the Region directly or by visiting the respective <a href=""http://www.regioni.it/regioni-online/"" target=""_blank"" rel=""noopener"">websites</a>.</p><p>For information on how to perform a swab, you can call the Ministry of Health at the following numbers:</p><p>from abroad: +39 0232008345 - +39 0283905385<br />from Italy: free number 1500</p><p><strong>To know more:&nbsp;</strong></p><p><a href=""https://www.esteri.it/mae/resource/doc/2020/12/normativa_anti-covid_per_rientro_da_estero_4_12_20_rev_2_eng.pdf"" target=""_blank"" rel=""noopener"">Covid-19 travel guidance</a></p>"
Jamaica,JAM,"Self-isolation at own accommodation- subject to category.

All travellers arriving in Jamaica will be subject to the following quarantine requirements: 
Category 1: Residents - Jamaican nationals and non-nationals ordinarily resident in Jamaica may be subject to testing if assessed as high-risk. Whether or not you are required to be tested, you will be required to remain in quarantine at home for 14 days from your date of entry to Jamaica. If you need to be tested and your test is negative, you will have to complete your quarantine at home for 14 days from your date of entry to Jamaica. If the test is positive, you will be isolated either at home or in a government facility as determined by the health authorities. 

Category 2: Non-residents visiting Jamaica for tourism purposes and staying at approved “resilient corridor” accommodation. The pre-testing requirement described above is applicable to persons in this category if they are residents of locations designated as high risk by the Jamaican health authorities. based on health screening and risk assessment on arrival, you may still be required to be tested at the airport or designated facility. In this case, you would await your test result in your hotel room. If the test is negative, you would remain at your hotel/resort within the “resilient corridor” and restricted to property under the “Stay in Resilient Corridor” measure. If the test is positive, you would be isolated either at the hotel/resort or in a government facility as determined by the health authorities. Details of ‘resilient corridor’ accommodation can be found on the Visit Jamaica <a href=""https://www.visitjamaica.com/travelauthorization/resilient-corridors/"">website</a>.

Category 3: Non-residents visiting Jamaica for business purposes. Effective August 20, 2020, all residents of USA, Brazil, Dominican Republic and Mexico travelling to Jamaica for business purposes are required to upload a COVID-19 RT-PCR test in order to obtain a Travel Authorization. The test should be conducted within 10 days of the intended travel date. This traveller category does NOT include other non-residents or residents travelling to attend funerals, weddings, other family gatherings or conduct personal interest activities.  Business travellers will also be tested on arrival at the airport in Jamaica. They will await their test results under a “Quarantine for Business Traveller” measure at their hotel/intended address. If the test is negative, they would be released from quarantine and be under a “Stay at Intended Address for Business Travellers” measure for a period of 14 days from their date of entry to Jamaica or for the duration of their stay if shorter than 14 days. If the test is positive, they would be isolated either at their hotel/intended address or in a government facility as determined by the health authorities.

Category 4: Non-residents visiting Jamaica for other purposes including tourists not staying within the “resilient corridor” The pre-testing requirement described above is applicable to persons in this category if they are residents of locations designated as high risk by the Jamaican health authorities. Persons who are not required to pre-test may be required to be tested at the airport or other designated facility, if assessed by the health authorities as high-risk. They will then await their test results under quarantine at their hotel/intended address. Whether or not you need to be tested or not, you will be need to remain in quarantine at home for 14 days from your date of entry to Jamaica. If you need to be tested and your test is negative, you will be required to remain in quarantine at home for 14 days from your date of entry to Jamaica. If the test is positive, you will be isolated either at home or in a government facility as determined by the health authorities."
Japan,JPN,"Self-isolation at designated location.

All passengers arriving in Japan from <a href=""https://www.mofa.go.jp/ca/fna/page4e_001053.html#section1"">this list of countries</a>, as well as <a href=""https://www.mofa.go.jp/ca/cp/page22e_000925.html#section2"">those countries</a>  which were part of individual Business and Residence Tracks until recently, are required to sign a pledge confirming that they will self-isolate for 14 days on arrival at a designated location (such as a hotel or their own home). 
"
Jarvis Island,UMI,Unknown
Jersey,JEY,Unknown
Johnston Atoll,UMI,Unknown
Jordan,JOR,"No qurantine requirement.

Passengers arriving into Jordan are no longer subject to quarantine measures. A negative PCR test within 72 hours of their arrival is required. "
Kazakhstan,KAZ,"Self-isolation at own accommodation- subject to PCR.

Travellers entering Kazakhstan who test positive for coronavirus are currently required to self-isolate for 14 days. Those needing medical assistance may be confined in state facilities. "
Kenya,KEN,"Quarantine requirement at government designated site- subject to category.

Travellers arriving from the UK are exempt from the Government of Kenya’s 14-day quarantine requirement, but must still have a negative COVID-19 test (see full information below). The full list of quarantine exempt countries can be found on the <a href=""https://www.kcaa.or.ke/sites/default/files/docs/covid_19/exempted_states.pdf"">Kenya Civil Aviation Authority website</a>.  Travellers with a negative rapid test result will still need to enter mandatory or voluntary quarantine for 14 days, depending on the Kenyan authorities’ assessment on the traveller’s ability to quarantine."
Kingman Reef,UMI,Unknown
